Equipment_id,Timestamp,Engine_temp,oil_pressure,Hydraulic_pressure,Operating_hours,Vibrations,Tool_wear,Fuel_rate,Ambient_temp,Terrain_type,Failure_event
FCTLB69,2024-12-01,932,3.465342146,309,1815,25.3,66,4.315033424,297.6,"""plain""",0
FCTLB70,2024-12-01,519,3.045280899,308.8,1453,39.7,69,13.35952521,297.6,"""sandy-wet""",1
FCTLB71,2024-12-01,723,3.784283546,308.8,1539,40.2,72,7.054115022,297.6,"""alluvial""",1
FCTLB72,2024-12-01,727,2.960104799,308.7,1416,39.2,74,4.583661276,297.5,"""marshy""",0
FCTLB73,2024-12-01,1204,2.161743425,308.8,1683,31.6,79,6.60963629,297.6,"""plain""",1
FCTLB74,2024-12-01,390,2.836780694,308.8,1515,40.1,82,5.551927955,297.7,"""paved""",1
FCTLB75,2024-12-01,727,2.823750054,308.9,1531,48.3,84,9.105354821,297.7,"""paved""",0
FCTLB76,2024-12-01,701,3.364406885,308.9,1479,40.9,87,7.592453112,297.7,"""sandy_wet""",1
FCTLB77,2024-12-01,694,2.640248751,308.9,1516,33.7,92,9.99607866,297.7,"""sandy_wet""",1
FCTLB78,2024-12-01,928,2.717024766,309,1507,38.2,94,6.812118506,297.7,"""alluvial""",0
FCTLB79,2024-12-01,1108,3.420267039,309,1434,43.3,96,4.788703654,297.8,"""alluvial""",0
FCTLB80,2024-12-01,662,3.07252771,308.9,1838,27.3,99,6.618104112,297.7,"""plain""",0
FCTLB81,2024-12-01,791,3.603794486,308.8,1416,45.9,101,6.111216657,297.6,"""plain""",0
FCTLB82,2024-12-01,456,3.728092129,308.8,1357,49.7,104,5.0986118,297.6,"""mixed""",1
FCTLB83,2024-12-01,1089,3.211449851,308.7,1697,28.1,107,6.95393876,297.5,"""marshy""",1
FCTLB84,2024-12-01,625,1.990927765,308.7,1443,46.2,110,4.608575394,297.5,"""paved""",0
FCTLB85,2024-12-01,718,2.907221465,308.7,1453,37.6,112,5.943261138,297.5,"""sandy_wet""",1
FCTLB86,2024-12-01,954,4.844505643,308.6,1439,46.4,114,6.593706259,297.4,"""alluvial""",0
FCTLB87,2024-12-01,763,1.535081515,308.6,1609,36.2,116,5.294866577,297.4,"""rocky""",0
FCTLB88,2024-12-01,843,3.734091906,308.6,1324,59.1,118,4.702996956,297.4,"""rocky""",1
FCTLB89,2024-12-01,751,2.971925074,308.6,1420,45.8,120,6.622201697,297.4,"""paved""",1
FCTLB90,2024-12-01,983,3.144771508,308.7,1545,36.9,125,3.100991356,297.4,"""rocky""",0
FCTLB91,2024-12-01,886,3.631693873,308.8,1477,39,127,1.999349808,297.5,"""rocky""",0
FCTLB92,2024-12-01,740,4.902010597,308.8,1447,58.1,129,5.682303256,297.4,"""sandy""",0
FCTLB93,2024-12-01,711,4.169147816,308.9,1809,23.8,131,6.579758023,297.4,"""plain""",0
FCTLB94,2024-12-01,954,4.477719612,308.9,1696,30.9,133,4.965477568,297.5,"""mixed""",0
FCTLB95,2024-12-01,716,2.319944735,308.9,1427,44.7,135,5.297727366,297.5,"""mixed""",1
FCTLB96,2024-12-01,608,2.654145403,308.9,1500,46.3,137,9.502421016,297.4,"""marshy""",1
FCTLB97,2024-12-01,1040,3.939991879,308.9,1390,44.6,140,3.221985605,297.5,"""plain""",0
FCTLB98,2024-12-01,850,2.359059209,308.8,1640,34.2,142,5.958804338,297.4,"""sandy-wet""",0
FCTLB99,2024-12-01,651,2.456176637,308.8,1628,37.4,144,4.64448693,297.4,"""alluvial""",0
FCTLB100,2024-12-01,713,3.686923292,308.6,1499,37.6,147,5.380364062,297.3,"""marshy""",1
FCTLB101,2024-12-01,564,3.785006011,308.7,1425,50.3,152,5.30742772,297.4,"""plain""",1
FCTLB102,2024-12-01,436,5.290676007,308.6,1586,37.7,155,4.838787449,297.3,"""paved""",1
FCTLB103,2024-12-01,778,4.226256521,308.6,1471,50.7,157,6.894746637,297.3,"""paved""",1
FCTLB104,2024-12-01,995,4.296003792,308.6,1431,53,160,8.324851005,297.3,"""sandy_wet""",0
FCTLB105,2024-12-01,935,2.352369895,308.6,1924,22.1,163,5.293495931,297.2,"""sandy_wet""",1
FCTLB106,2024-12-01,1009,3.923805435,308.4,1421,42,165,4.497180772,297.1,"""alluvial""",1
FCTLB107,2024-12-01,560,3.03219791,308.4,1305,54.6,168,5.319837063,297,"""alluvial""",0
FCTLB108,2024-12-01,446,2.265993392,308.4,1557,32.4,173,6.328131264,296.9,"""plain""",1
FCTLB109,2024-12-01,465,3.50453428,308.3,1555,38.2,175,5.046699277,296.9,"""rocky""",0
FCTLB110,2024-12-01,482,4.115978492,308.3,1474,39.2,177,8.067329468,296.9,"""rocky""",1
FCTLB111,2024-12-01,760,3.462016279,308.3,1506,45.9,182,7.775932097,296.8,"""sandy""",1
FCTLB112,2024-12-01,619,3.934368926,308.4,1390,41.8,184,7.698462273,296.9,"""plain""",1
FCTLB113,2024-12-01,861,2.376847358,308.4,1450,46.9,186,8.507502968,296.9,"""mixed""",1
FCTLB114,2024-12-01,850,3.498806684,308.3,1513,38.8,189,8.498507047,296.9,"""mixed""",0
FCTLB115,2024-12-01,586,3.835205202,308.2,1643,34.7,191,10.69300121,296.8,"""marshy""",1
FCTLB116,2024-12-01,656,2.67570133,308.2,1361,53.8,193,6.344632569,296.8,"""plain""",0
FCTLB117,2024-12-01,1277,4.355234539,308.1,1450,40.9,195,8.026331517,296.7,"""sandy-wet""",1
FCTLB118,2024-12-01,1522,3.301200593,308,1451,50.7,197,6.311173599,296.7,"""alluvial""",0
FCTLB119,2024-12-01,842,2.265495214,308.1,1289,62,199,3.142962356,296.8,"""marshy""",0
FCTLB120,2024-12-01,879,3.828521308,308.1,1356,48.3,201,4.177730423,296.8,"""plain""",0
FCTLB121,2024-12-01,811,3.214904514,308.1,1528,46.3,203,5.426884275,296.7,"""paved""",1
FCTLB122,2024-12-01,524,2.304571541,308,1978,22.3,208,9.020127247,296.6,"""paved""",1
FCTLB123,2024-12-01,554,3.493155064,308,1535,36.8,210,13.35549411,296.7,"""sandy_wet""",1
FCTLB124,2024-12-01,981,3.692886271,308.1,1843,24.2,212,5.766643657,296.8,"""sandy_wet""",0
FCTLB125,2024-12-01,919,2.924451562,308.1,1422,48.7,215,4.971495971,296.9,"""alluvial""",1
FCTLB126,2024-12-01,697,4.482707918,308,1536,40.4,217,5.159415071,296.8,"""alluvial""",1
FCTLB127,2024-12-01,773,2.135588581,308.1,1483,44.3,219,6.823495922,296.9,"""plain""",0
FCTLB128,2024-12-01,991,2.446591768,308.1,1492,43.7,222,5.163510733,296.8,"""plain""",0
FCTLB129,2024-12-01,716,3.241162369,308,1584,40.4,227,6.778317848,296.8,"""mixed""",0
FCTLB130,2024-12-01,461,4.219484306,308.1,1555,33.7,229,7.569036384,296.9,"""marshy""",1
FCTLB131,2024-12-01,1312,2.382446409,308,1497,41.7,231,4.043380724,296.8,"""paved""",0
FCTLB132,2024-12-01,695,2.876398904,307.8,1537,36.3,233,3.799518441,296.7,"""sandy_wet""",1
FCTLB133,2024-12-01,964,3.007727651,307.8,1505,39.4,236,7.121125567,296.7,"""alluvial""",0
FCTLB134,2024-12-01,395,2.660074305,307.8,1646,34.6,238,10.08991908,296.7,"""rocky""",1
FCTLB135,2024-12-01,781,2.262383769,307.8,1286,60.5,0,8.047641423,296.7,"""rocky""",1
FCTLB136,2024-12-01,1381,4.409951867,307.8,1400,47.5,3,6.871637185,296.7,"""sandy""",1
FCTLB137,2024-12-01,971,3.292745929,307.9,1337,56.5,5,2.740716289,296.8,"""plain""",0
FCTLB138,2024-12-01,759,2.575167849,308,1332,53.9,7,5.341572664,296.9,"""mixed""",1
FCTLB139,2024-12-01,577,5.686247277,308,1561,38.3,9,7.173500045,296.8,"""mixed""",1
FCTLB140,2024-12-01,636,3.197928275,308,1546,31.1,11,5.356711764,296.9,"""marshy""",1
FCTLB141,2024-12-01,890,2.941271657,308,1713,29.3,13,5.764450938,296.9,"""plain""",0
FCTLB142,2024-12-01,673,1.921312384,308,1343,44.5,15,5.572455299,296.9,"""sandy-wet""",0
FCTLB143,2024-12-01,552,6.093179661,308,1391,54.4,17,4.762939007,296.8,"""alluvial""",1
FCTLB144,2024-12-01,611,2.388089657,308,1311,58.6,19,2.975794248,296.8,"""marshy""",1
FCTLB145,2024-12-01,422,4.438999046,308,1453,51,24,5.341326834,296.8,"""plain""",0
FCTLB146,2024-12-01,1265,2.212431147,308,1510,39.4,29,17.56316606,296.8,"""paved""",1
FCTLB147,2024-12-01,907,3.73873047,307.9,1448,48.8,31,7.619844544,296.8,"""paved""",0
FCTLB148,2024-12-01,764,2.906079843,307.8,1453,46,33,8.572967145,296.7,"""sandy_wet""",1
FCTLB149,2024-12-01,530,2.234768725,307.8,1468,39.2,35,6.365426803,296.7,"""sandy_wet""",1
FCTLB150,2024-12-01,524,2.708685393,307.8,1382,47.5,37,4.785981805,296.7,"""alluvial""",1
FCTLB151,2024-12-01,1035,3.79556451,308,1580,32.2,39,7.899021508,296.7,"""alluvial""",0
FCTLB152,2024-12-01,699,2.358260908,308,1666,29.8,41,5.02903398,296.8,"""plain""",0
FCFRCP01,2024-12-01,1293,2.084073071,308,1409,50.7,43,6.912758074,296.9,"""rocky""",0
FCFRCP02,2024-12-01,834,3.685473349,308,1675,29.7,46,7.428454954,296.8,"""rocky""",1
FCFRCP03,2024-12-01,622,5.227543259,307.9,1698,30.8,48,8.424356432,296.8,"""sandy""",1
FCFRCP04,2024-12-01,517,4.528669284,307.9,1579,33.4,50,5.230016689,296.7,"""plain""",1
FCFRCP05,2024-12-01,404,2.938766644,307.9,1743,27.9,55,4.706743717,296.7,"""mixed""",1
FCFRCP06,2024-12-01,834,4.564749114,308,1497,44.8,57,5.194108935,296.9,"""mixed""",1
FCFRCP07,2024-12-01,931,3.733290956,308.1,1741,28.8,60,6.577316454,296.9,"""marshy""",1
FCFRCP08,2024-12-01,726,3.357011841,308.1,1435,45.3,62,5.189478466,296.9,"""plain""",1
FCFRCP09,2024-12-01,549,2.962888954,308.1,1440,46.3,64,7.869309836,296.9,"""sandy-wet""",1
FCFRCP10,2024-12-01,804,4.359357268,308,1641,33.3,67,5.002217696,296.9,"""alluvial""",0
FCFRCP11,2024-12-01,905,2.30947156,307.9,1420,45.4,70,6.400908939,296.8,"""marshy""",1
FCFRCP12,2024-12-01,1019,2.476156634,307.9,1611,35.4,72,6.316212523,296.8,"""plain""",0
FCFRCP13,2024-12-01,475,4.559912687,307.8,1373,42.9,74,8.457963182,296.8,"""paved""",1
FCFRCP14,2024-12-01,1073,2.907462048,307.9,1683,31.8,76,8.973698826,296.8,"""paved""",1
FCFRCP15,2024-12-01,811,2.740817853,307.9,1547,32.6,79,5.646508118,296.9,"""sandy_wet""",0
FCFRCP16,2024-12-01,1029,2.528493127,307.8,1605,37,84,8.954362302,296.9,"""sandy_wet""",0
FCFRCP17,2024-12-01,766,3.042279513,307.9,2010,18.9,86,6.943620218,296.9,"""alluvial""",1
FCFRCP18,2024-12-01,941,2.834998545,307.7,1565,40.1,89,6.611676981,296.8,"""alluvial""",0
FCFRCP19,2024-12-01,1183,2.818982776,307.8,1828,24.6,91,8.621274762,296.9,"""plain""",0
FCFRCP20,2024-12-01,368,3.801407614,307.8,1579,34.1,94,6.217480841,297,"""plain""",1
FCFRCP21,2024-12-01,636,0.996441894,307.9,1882,24.2,97,2.001760432,297,"""mixed""",1
FCFRCP22,2024-12-01,955,5.100299674,307.8,1285,52.1,100,9.488204528,296.9,"""marshy""",1
FCFRCP23,2024-12-01,574,5.807861458,307.8,1571,35,102,6.497179759,296.9,"""paved""",1
FCFRCP24,2024-12-01,1114,4.12410955,307.8,1549,37.8,104,6.02314996,296.9,"""sandy_wet""",1
FCFRCP25,2024-12-01,1034,2.357869232,307.8,1544,37.6,109,1.5845327,296.9,"""alluvial""",0
FCFRCP26,2024-12-01,755,3.201776255,307.9,1412,47.4,112,7.569532248,297,,1
FCFRCP27,2024-12-01,1448,2.315208439,307.9,1422,53,115,6.833427116,297,"""rocky""",0
FCFRCP28,2024-12-01,1096,5.169692989,307.7,1867,22.8,118,5.205118662,297,"""rocky""",1
FCFRCP29,2024-12-01,1041,2.826586068,307.7,1424,43.3,120,6.116928304,296.9,"""sandy""",1
FCFRCP30,2024-12-01,783,4.090575336,307.6,1452,45.7,122,5.074680279,296.9,"""plain""",0
FCFRCP31,2024-12-01,918,4.683521719,307.7,1550,39.7,124,7.984722741,296.9,"""mixed""",1
FCFRCP32,2024-12-01,757,5.0242972,307.6,1588,37.6,126,6.213922855,296.8,"""mixed""",0
FCFRCP33,2024-12-01,648,2.689928416,307.6,1338,44.4,128,4.447166129,296.8,"""marshy""",1
FCFRCP34,2024-12-01,437,2.749569573,307.6,1513,40,130,7.989146874,296.8,"""plain""",0
FCFRCP35,2024-12-01,762,4.371894895,307.5,1470,45.9,132,4.789459977,296.8,"""sandy-wet""",1
FCFRCP36,2024-12-01,511,1.8656168,307.5,1516,36.7,135,6.886134323,296.8,"""alluvial""",0
FCFRCP37,2024-12-01,928,4.86083745,307.6,1434,48.3,138,6.101372824,296.8,"""marshy""",1
FCFRCP38,2024-12-01,804,2.124340921,307.6,1368,52,140,5.712782395,296.8,"""plain""",1
FCFRCP39,2024-12-01,944,4.895632399,307.6,1304,48.7,142,6.179439809,296.8,"""paved""",0
FCFRCP40,2024-12-01,702,4.964932391,307.6,1398,46.7,144,6.605684692,296.8,"""paved""",0
FCFRCP41,2024-12-01,1241,5.032921861,307.6,1516,37.4,146,14.10747176,296.7,"""sandy_wet""",1
FCFRCP42,2024-12-01,928,3.714234862,307.6,1474,41.7,148,5.143403171,296.7,"""sandy_wet""",1
FCFRCP43,2024-12-01,603,3.961661298,307.6,1547,34.7,150,4.789571666,296.7,"""alluvial""",1
FCFRCP44,2024-12-01,923,4.457010094,307.5,1482,39.9,153,4.859948904,296.6,"""alluvial""",1
FCFRCP45,2024-12-01,1603,3.020079908,307.4,1436,42.8,156,6.811742237,296.6,"""plain""",0
FCFRCP46,2024-12-01,491,4.16573091,307.3,1474,40,158,6.448849465,296.6,"""rocky""",1
FCFRCP47,2024-12-01,747,2.350813605,307.2,1481,38.2,160,5.107784778,296.5,"""rocky""",0
FCFRCP48,2024-12-01,801,2.055937889,307.3,1501,42.1,162,6.429183235,296.5,"""sandy""",0
FCFRCP49,2024-12-01,682,2.391655927,307.3,1566,37.2,164,4.617195828,296.5,"""plain""",0
FCFRCP50,2024-12-01,531,2.752722207,307.3,1579,34.5,166,3.74276504,296.5,"""mixed""",1
FCFRCP51,2024-12-01,759,2.479499744,307.4,1631,35,168,5.442148259,296.6,"""mixed""",0
FCFRCP52,2024-12-01,599,3.946371688,307.4,1544,42.3,170,3.704981751,296.6,"""marshy""",1
FCFRCP53,2024-12-01,660,2.304241005,307.4,1521,38.6,173,6.698155481,296.6,"""plain""",1
FCFRCP54,2024-12-01,648,2.661483059,307.4,1616,28,175,4.874774483,296.6,"""sandy-wet""",0
FCFRCP55,2024-12-01,1070,2.376417226,307.4,1333,50.2,177,5.538808613,296.6,"""alluvial""",0
FCFRCP56,2024-12-01,631,4.430483402,307.4,1533,32.5,182,5.541282642,296.7,"""marshy""",0
FCFRCP57,2024-12-01,611,2.081242263,307.4,1368,45.1,185,4.601623614,296.6,"""plain""",0
FCFRCP58,2024-12-01,741,2.416913184,307.4,1465,47.8,187,8.576523993,296.6,"""paved""",1
FCFRCP59,2024-12-01,767,2.648127113,307.4,1406,41.5,189,6.395074015,296.6,"""paved""",0
FCFRCP60,2024-12-01,946,5.229254637,307.4,1565,43.5,194,9.333714746,296.5,"""sandy_wet""",0
FCFRCP61,2024-12-01,813,2.921475852,307.5,1582,37.9,197,5.851868912,296.6,"""sandy_wet""",1
FCFRCP62,2024-12-01,984,3.692439228,307.5,1439,45.5,199,5.295042233,296.6,"""alluvial""",1
FCFRCP63,2024-12-01,772,3.630924175,307.5,1566,35,201,11.792247,296.6,"""alluvial""",1
FCFRCP64,2024-12-01,665,2.763026429,307.5,1485,42.7,204,7.450452574,296.6,"""plain""",1
FCFRCP65,2024-12-01,1385,2.526761,307.5,1566,35.1,206,6.591818268,296.5,"""plain""",1
FCFRCP66,2024-12-01,755,2.743945949,307.3,1439,41.5,208,4.763432533,296.3,"""mixed""",1
FCFRCP67,2024-12-01,645,0.855078608,307.4,1416,50,210,0.785971997,296.4,"""marshy""",0
FCFRCP68,2024-12-01,1104,2.259224073,307.4,2833,5.6,213,6.840530506,296.4,"""paved""",1
FCFRCP69,2024-12-01,740,2.359164164,307.4,1465,47.1,215,7.147234078,296.3,"""sandy_wet""",1
FCFRCP70,2024-12-01,1019,4.393304674,307.4,1586,35.5,0,7.817892935,296.4,"""alluvial""",1
FCFRCP71,2024-12-01,672,2.95680847,307.3,1567,31.4,5,5.263728741,296.3,"""rocky""",1
FCFRCP72,2024-12-01,754,3.414154364,307.2,1389,48.6,7,5.975784622,296.2,"""rocky""",0
FCFRCP73,2024-12-01,1292,4.504137567,307.3,1368,49.5,10,8.657419753,296.3,"""sandy""",0
FCFRCP74,2024-12-01,785,4.396418665,307.3,1444,49,13,3.919986267,296.3,"""plain""",0
FCFRCP75,2024-12-01,999,0.126659536,307.3,1498,41.6,15,5.106325137,296.3,"""mixed""",1
FCFRCP76,2024-12-01,602,4.634554032,307.2,1615,30.8,18,6.369686705,296.1,"""mixed""",0
FCFRCP77,2024-12-01,577,2.518349767,307.1,1898,22.7,20,6.502812233,296.1,"""marshy""",1
FCFRCP78,2024-12-01,848,3.833365062,307.1,1350,53.3,22,2.388807053,296.1,"""plain""",0
FCFRCP79,2024-12-01,553,4.369523041,307,1516,37.6,25,8.061723342,296.2,"""sandy-wet""",1
FCFRCP80,2024-12-01,959,1.824188873,307,1542,40.6,28,7.96728856,296.2,"""alluvial""",1
FCFRCP81,2024-12-01,1163,2.731725595,306.9,1541,32.6,33,3.703595258,296.1,"""marshy""",0
FCFRCP82,2024-12-01,710,3.32137568,306.9,1951,23.3,38,7.655270015,296.1,"""plain""",1
FCFRCP83,2024-12-01,657,2.994991541,306.8,1645,31,41,4.178793493,296.1,"""paved""",1
FCFRCP84,2024-12-01,1657,2.001697455,306.7,1416,44.2,46,8.297558059,296,"""paved""",1
FCFRCP85,2024-12-01,1002,2.53531116,306.7,2044,22.3,48,4.319270146,296,"""sandy_wet""",1
FCFRCP86,2024-12-01,1367,4.126405899,306.6,1414,50.2,51,4.289360368,295.9,"""sandy_wet""",0
FCFRCP87,2024-12-01,632,2.790786352,306.6,1678,26.7,53,4.917217991,295.9,"""alluvial""",0
FCFRCP88,2024-12-01,827,2.076773408,306.5,1594,33.2,55,7.526720771,295.9,"""alluvial""",0
FCFRCP89,2024-12-01,654,4.725930854,306.5,1514,37.7,60,8.85406918,295.8,"""plain""",0
FCFRCP90,2024-12-01,817,1.802659212,306.5,1358,49.2,63,11.83786602,295.8,"""rocky""",1
FCFRCP91,2024-12-01,401,1.649616776,306.4,1325,56.2,65,6.852482347,295.8,"""rocky""",1
FCFRCP92,2024-12-01,730,2.471940888,306.4,1339,53.2,67,6.640023394,295.8,"""sandy""",1
FCFRCP93,2024-12-01,550,2.264241007,306.4,1335,51.7,69,6.080029012,295.8,"""plain""",1
FCFRCP94,2024-12-01,508,2.52277063,306.4,1892,21.7,72,5.621165197,295.9,"""mixed""",0
FCFRCP95,2024-12-01,817,3.335511607,306.4,1575,28.5,74,8.374007278,295.9,"""mixed""",0
FCFRCP96,2024-12-01,729,3.107362877,306.3,1444,45.5,76,6.620816465,295.8,"""marshy""",1
FCFRCP97,2024-12-01,515,2.276880306,306.3,1915,22.4,79,5.903258497,295.7,"""plain""",1
FCFRCP98,2024-12-01,939,2.428280491,306.2,1584,33.6,81,5.982529664,295.6,"""sandy-wet""",0
FCFRCP99,2024-12-01,774,1.90705411,306.3,1685,34.9,84,4.782535479,295.7,"""alluvial""",0
FCFRCP100,2024-12-01,797,2.673781098,306.3,1337,54.6,87,3.340920775,295.8,"""marshy""",1
FCFRCP101,2024-12-01,578,4.77626768,306.3,1235,76.2,89,3.510665852,295.8,"""plain""",1
FCFRCP102,2024-12-01,513,3.176039651,306.2,1464,46.2,92,6.178013171,295.7,"""paved""",1
FCFRCP103,2024-12-01,761,2.742019996,306.2,1739,25.9,94,1.537303794,295.7,"""paved""",0
FCFRCP104,2024-12-01,1011,3.965804742,306.3,1490,34.3,97,5.71332074,295.7,"""sandy_wet""",1
FCFRCP105,2024-12-01,573,1.892807383,306.4,1356,48,99,4.916807759,295.8,"""sandy_wet""",0
FCFRCP106,2024-12-01,692,2.766063821,306.2,1397,52,101,7.739269182,295.7,"""alluvial""",1
FCFRCP107,2024-12-01,863,2.099467431,306.2,1458,40.6,103,11.77501879,295.7,"""alluvial""",1
FCFRCP108,2024-12-01,992,4.295442719,306.2,2161,16.5,105,3.270803095,295.7,"""plain""",0
FCFRCP109,2024-12-01,959,3.631177215,306.1,1651,28.1,110,5.185705091,295.6,"""plain""",1
FCFRCP110,2024-12-01,546,3.238593035,306.1,1389,46.2,113,5.264050223,295.6,"""mixed""",1
FCFRCP111,2024-12-01,725,3.828372682,306,1370,52.4,115,4.99735449,295.6,"""marshy""",0
FCFRCP112,2024-12-01,606,1.707440337,306.1,1408,47.9,117,4.526986603,295.7,"""paved""",0
FCFRCP113,2024-12-01,625,2.444818248,306.1,1343,54.4,119,6.9115624,295.7,"""sandy_wet""",1
FCFRCP114,2024-12-01,1309,2.259896695,306.2,1423,42.5,121,9.153990935,295.7,"""alluvial""",1
FCFRCP115,2024-12-01,577,2.462080898,306.2,1426,48.6,124,5.949778975,295.6,,1
FCFRCP116,2024-12-01,617,3.089107196,306.2,1435,51.6,126,6.001925429,295.6,"""rocky""",1
FCFRCP117,2024-12-01,1010,2.037556556,306.1,1573,35.1,129,5.230471576,295.5,"""rocky""",0
FCFRCP118,2024-12-01,423,5.130553364,306.2,1612,31.2,131,3.467472369,295.6,"""sandy""",1
FCFRCP119,2024-12-01,1024,2.194610985,306.2,1446,49.9,133,4.866378095,295.6,"""plain""",0
FCFRCP120,2024-12-01,607,4.07410861,306.2,1329,55.3,135,5.129664584,295.6,"""mixed""",1
FCFRCP121,2024-12-01,842,2.801440365,306.2,1569,35.1,140,9.60750911,295.6,"""mixed""",0
FCFRCP122,2024-12-01,835,2.47090221,306.1,1256,62.3,142,4.752518631,295.6,"""marshy""",1
FCFRCP123,2024-12-01,998,3.221508171,306.1,1383,48.7,147,6.410087055,295.6,"""plain""",1
FCFRCP124,2024-12-01,640,2.727875647,306.2,2270,14.6,149,3.434500159,295.7,"""sandy-wet""",1
FCFRCP125,2024-12-01,504,3.519139974,306.2,1458,49.8,151,7.694572087,295.7,"""alluvial""",1
FCFRCP126,2024-12-01,955,3.884093963,306.1,1474,41.2,156,7.635624769,295.6,"""marshy""",0
FCFRCP127,2024-12-01,821,4.748495662,306.1,1462,49.2,158,5.806730317,295.6,"""plain""",0
FCFRCP128,2024-12-01,1089,1.897897621,306.1,1669,29,161,9.35354826,295.6,"""paved""",1
FCFRCP129,2024-12-01,797,2.462027183,306.1,1822,24.3,164,4.283105167,295.5,"""paved""",1
FCFRCP130,2024-12-01,1128,4.699042569,306,1456,39.2,167,6.654533003,295.5,"""sandy_wet""",1
FCFRCP131,2024-12-01,736,4.61142527,306,1546,35.9,169,5.201283948,295.5,"""sandy_wet""",1
FCFRCP132,2024-12-01,562,4.150302032,306.1,1490,42.7,171,4.80189599,295.6,"""alluvial""",1
FCFRCP133,2024-12-01,1232,3.517748283,306,1569,40.4,174,7.309853995,295.6,"""alluvial""",0
FCFRCP134,2024-12-01,1053,2.691373358,306,1621,29.5,176,4.673427651,295.5,"""plain""",0
FCFRCP135,2024-12-01,772,3.978689418,305.9,1518,40.6,178,7.330912447,295.4,"""rocky""",1
FCFRCP136,2024-12-01,862,3.97789669,305.8,1526,38.2,181,6.385190797,295.4,"""rocky""",0
FCFRCP137,2024-12-01,669,2.777709395,305.8,1589,36.2,184,7.300733131,295.3,"""sandy""",0
FCFRCP138,2024-12-01,967,5.019605624,305.7,1475,51,187,7.791592228,295.3,"""plain""",1
FCFRCP139,2024-12-01,813,2.708750192,305.7,1473,38.5,189,4.96367952,295.3,"""mixed""",1
FCFRCP140,2024-12-01,928,2.864347874,305.8,1407,50.7,192,5.45897138,295.4,"""mixed""",1
FCFRCP141,2024-12-01,636,2.499743522,305.9,1518,44.1,194,3.954032606,295.5,"""marshy""",1
FCFRCP142,2024-12-01,1009,2.989587648,305.9,1593,37.2,197,8.194917737,295.5,"""plain""",0
FCFRCP143,2024-12-01,523,2.768377533,305.9,1380,52.4,202,10.41567564,295.5,"""sandy-wet""",1
FCFRCP144,2024-12-01,1043,3.298957369,306,1423,45.3,205,9.761772621,295.5,"""alluvial""",1
FCFRCP145,2024-12-01,607,4.283516633,306,1800,27.6,208,5.400412413,295.5,"""marshy""",1
FCFRCP146,2024-12-01,659,1.702353398,306.1,1623,30.9,210,6.303980262,295.6,"""plain""",1
FCFRCP147,2024-12-01,822,2.095269078,306.1,1372,55.6,215,6.599315567,295.6,"""paved""",1
FCFRCP148,2024-12-01,578,3.260091756,306,1396,52.4,0,6.615160388,295.6,"""paved""",1
FCFRCP149,2024-12-01,470,4.109189029,306,1949,21.9,5,15.31196456,295.6,"""sandy_wet""",1
FCFRCP150,2024-12-01,514,3.024971228,306,1419,51.1,7,9.721045537,295.6,"""sandy_wet""",1
FCFRCP151,2024-12-01,651,2.23604479,305.9,1453,47.3,9,7.660506502,295.5,"""alluvial""",1
FCFRCP152,2024-12-01,530,2.121883334,305.9,1542,36.2,12,3.796253736,295.5,"""alluvial""",0
FCFRCP153,2024-12-01,817,3.211817901,306,1363,50,14,3.615898912,295.6,"""plain""",1
FCFRCP154,2024-12-01,1049,2.088749776,306,1597,37.2,16,0.71641769,295.5,"""plain""",0
FCFRCP155,2024-12-01,823,5.798928605,306,1326,50.8,18,5.670242844,295.5,"""mixed""",0
FCFRCP156,2024-12-01,1038,3.881673246,306,1641,36.6,21,8.208593019,295.5,"""marshy""",0
FCFRCP157,2024-12-01,1221,1.219116699,306.1,1418,46.2,24,6.713032729,295.6,"""paved""",0
FCFRCP158,2024-12-01,607,2.738637553,306.2,1263,61.8,27,4.711852683,295.6,"""sandy_wet""",1
FCFRCP159,2024-12-01,376,2.986891282,306.2,1823,25.8,29,7.19803912,295.6,"""alluvial""",1
FCFRCP160,2024-12-01,390,2.241631349,306.1,1488,40.7,31,9.812596479,295.5,"""rocky""",1
FCFRCP161,2024-12-01,925,2.175120918,306.2,1443,48.9,33,6.522407926,295.6,"""rocky""",0
FCFRCP162,2024-12-01,853,3.116100536,306.2,1650,28.2,35,6.135939021,295.6,"""sandy""",1
FCFRCP163,2024-12-01,398,0.695406247,306.3,1462,44.3,37,7.048616328,295.7,"""plain""",1
FCFRCP164,2024-12-01,637,2.769608389,306.2,1477,45,40,5.336278769,295.6,"""mixed""",0
FCFRCP165,2024-12-01,1300,4.128023349,306.3,1712,28.5,43,14.9511731,295.7,"""mixed""",1
FCFRCP166,2024-12-01,658,2.50654207,306.3,1347,50.4,46,5.301844103,295.7,"""marshy""",1
FCFRCP167,2024-12-01,783,2.313158198,306.2,1287,54.8,49,5.489738648,295.6,"""plain""",1
FCFRCP168,2024-12-01,1072,1.845775266,306.2,1428,44.5,51,5.850744881,295.6,"""sandy-wet""",1
FCFRCP169,2024-12-01,966,4.442224003,306.3,1426,45.5,53,4.575371369,295.6,"""alluvial""",1
FCFRCP170,2024-12-01,756,2.024046992,306.3,1636,32.7,56,6.670727859,295.6,"""marshy""",1
FCFRCP171,2024-12-01,818,3.923524748,306.2,1424,42.5,58,2.61073014,295.6,"""plain""",0
